Type,ShippingMode,ProductPrice,LateDeliveryRisk,CategoryName,CustomerSegment,OrderItemQuantity,OrderRegion,ShippingMonthName,is_outlier,Type_index,ShippingMode_index,CategoryName_index,CustomerSegment_index,OrderRegion_index,ShippingMonthName_index
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,Central America,May,0,2.0,0.0,0.0,0.0,0.0,3.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,Central America,February,0,2.0,0.0,2.0,0.0,0.0,8.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,South America,February,0,2.0,0.0,2.0,0.0,2.0,8.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,Caribbean,January,0,2.0,0.0,2.0,0.0,7.0,0.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,Caribbean,March,0,2.0,0.0,2.0,0.0,7.0,2.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,Central America,March,0,2.0,0.0,2.0,0.0,0.0,2.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,Central America,May,0,2.0,0.0,8.0,0.0,0.0,3.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,Central America,May,0,2.0,0.0,8.0,0.0,0.0,3.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,Central America,April,0,2.0,0.0,2.0,0.0,0.0,6.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,South America,April,0,2.0,0.0,8.0,0.0,2.0,6.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,Caribbean,June,0,2.0,0.0,2.0,0.0,7.0,7.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,Central America,March,0,2.0,0.0,8.0,0.0,0.0,2.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,Central America,May,0,2.0,0.0,2.0,0.0,0.0,3.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,Central America,May,0,2.0,0.0,2.0,0.0,0.0,3.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,Central America,May,0,2.0,0.0,8.0,0.0,0.0,3.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,Central America,February,0,2.0,0.0,2.0,0.0,0.0,8.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,South America,April,0,2.0,0.0,2.0,0.0,2.0,6.0
PAYMENT,Standard Class,51.99000168,1,Electronics,Consumer,2,Central America,March,0,2.0,0.0,9.0,0.0,0.0,2.0
PAYMENT,Standard Class,31.98999977,1,Electronics,Consumer,2,South America,March,0,2.0,0.0,9.0,0.0,2.0,2.0
PAYMENT,Standard Class,47.99000168,1,Electronics,Consumer,2,Central America,April,0,2.0,0.0,9.0,0.0,0.0,6.0
PAYMENT,Standard Class,47.99000168,1,Electronics,Consumer,2,Central America,April,0,2.0,0.0,9.0,0.0,0.0,6.0
PAYMENT,Standard Class,31.98999977,1,Electronics,Consumer,2,Central America,February,0,2.0,0.0,9.0,0.0,0.0,8.0
PAYMENT,Standard Class,47.99000168,1,Electronics,Consumer,2,Central America,April,0,2.0,0.0,9.0,0.0,0.0,6.0
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,West Asia,September,0,2.0,0.0,0.0,0.0,12.0,5.0
PAYMENT,Standard Class,54.97000122,1,Boxing & MMA,Consumer,2,West Asia,December,0,2.0,0.0,28.0,0.0,12.0,9.0
PAYMENT,Standard Class,31.98999977,1,Electronics,Consumer,2,Southeast Asia,January,0,2.0,0.0,9.0,0.0,5.0,0.0
PAYMENT,Standard Class,99.98999786,1,Cardio Equipment,Consumer,2,Oceania,November,0,2.0,0.0,7.0,0.0,3.0,11.0
PAYMENT,Standard Class,31.98999977,1,Electronics,Consumer,2,West Asia,December,0,2.0,0.0,9.0,0.0,12.0,9.0
PAYMENT,Standard Class,99.98999786,1,Cardio Equipment,Consumer,2,Southeast Asia,January,0,2.0,0.0,7.0,0.0,5.0,0.0
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,Oceania,December,0,2.0,0.0,0.0,0.0,3.0,9.0
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,South Asia,December,0,2.0,0.0,0.0,0.0,9.0,9.0
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,West Asia,December,0,2.0,0.0,0.0,0.0,12.0,9.0
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,Oceania,March,0,2.0,0.0,0.0,0.0,3.0,2.0
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,Southeast Asia,March,0,2.0,0.0,0.0,0.0,5.0,2.0
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,Oceania,December,0,2.0,0.0,0.0,0.0,3.0,9.0
PAYMENT,Standard Class,70.0,1,Girls' Apparel,Consumer,2,South Asia,December,0,2.0,0.0,12.0,0.0,9.0,9.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,West Asia,December,0,2.0,0.0,2.0,0.0,12.0,9.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,Eastern Asia,December,0,2.0,0.0,2.0,0.0,10.0,9.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,Central Asia,October,0,2.0,0.0,8.0,0.0,22.0,10.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,Oceania,March,0,2.0,0.0,8.0,0.0,3.0,2.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,South Asia,December,0,2.0,0.0,2.0,0.0,9.0,9.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,South Asia,March,0,2.0,0.0,2.0,0.0,9.0,2.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,South Asia,February,0,2.0,0.0,2.0,0.0,9.0,8.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,West Asia,December,0,2.0,0.0,8.0,0.0,12.0,9.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,Oceania,February,0,2.0,0.0,2.0,0.0,3.0,8.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,West Asia,November,0,2.0,0.0,2.0,0.0,12.0,11.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,South Asia,December,0,2.0,0.0,8.0,0.0,9.0,9.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,West Asia,September,0,2.0,0.0,2.0,0.0,12.0,5.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,South Asia,December,0,2.0,0.0,8.0,0.0,9.0,9.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,Oceania,January,0,2.0,0.0,8.0,0.0,3.0,0.0
PAYMENT,Standard Class,19.98999977,1,Golf Balls,Consumer,2,Oceania,November,0,2.0,0.0,11.0,0.0,3.0,11.0
PAYMENT,Standard Class,24.98999977,1,Accessories,Consumer,2,Oceania,January,0,2.0,0.0,10.0,0.0,3.0,0.0
PAYMENT,Standard Class,31.98999977,1,Electronics,Consumer,2,South Asia,January,0,2.0,0.0,9.0,0.0,9.0,0.0
PAYMENT,Standard Class,24.98999977,1,Accessories,Consumer,2,South Asia,February,0,2.0,0.0,10.0,0.0,9.0,8.0
PAYMENT,Standard Class,24.98999977,1,Accessories,Consumer,2,Oceania,January,0,2.0,0.0,10.0,0.0,3.0,0.0
PAYMENT,Standard Class,24.98999977,1,Accessories,Consumer,2,South Asia,December,0,2.0,0.0,10.0,0.0,9.0,9.0
PAYMENT,Standard Class,99.98999786,1,Cardio Equipment,Consumer,2,US Center,August,0,2.0,0.0,7.0,0.0,13.0,4.0
PAYMENT,Standard Class,99.98999786,1,Cardio Equipment,Consumer,2,West of USA,August,0,2.0,0.0,7.0,0.0,8.0,4.0
PAYMENT,Standard Class,99.98999786,1,Cardio Equipment,Consumer,2,South of  USA,July,0,2.0,0.0,7.0,0.0,14.0,1.0
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,South of  USA,August,0,2.0,0.0,0.0,0.0,14.0,4.0
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,West of USA,August,0,2.0,0.0,0.0,0.0,8.0,4.0
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,East of USA,June,0,2.0,0.0,0.0,0.0,11.0,7.0
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,Canada,November,0,2.0,0.0,0.0,0.0,21.0,11.0
PAYMENT,Standard Class,59.99000168,1,Cleats,Consumer,2,US Center,August,0,2.0,0.0,0.0,0.0,13.0,4.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,East of USA,April,0,2.0,0.0,8.0,0.0,11.0,6.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,South of  USA,June,0,2.0,0.0,2.0,0.0,14.0,7.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,West of USA,June,0,2.0,0.0,2.0,0.0,8.0,7.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,West of USA,July,0,2.0,0.0,2.0,0.0,8.0,1.0
PAYMENT,Standard Class,39.99000168,1,Shop By Sport,Consumer,2,US Center,May,0,2.0,0.0,8.0,0.0,13.0,3.0
PAYMENT,Standard Class,50.0,1,Women's Apparel,Consumer,2,West of USA,May,0,2.0,0.0,2.0,0.0,8.0,3.0
