Type,ShippingMode,ProductPrice,LateDeliveryRisk,CategoryName,CustomerSegment,OrderItemQuantity,OrderRegion,ShippingMonthName,is_outlier,Type_index,ShippingMode_index,CategoryName_index,CustomerSegment_index,OrderRegion_index,ShippingMonthName_index
TRANSFER,First Class,11.53999996,1,Toys,Consumer,1,Oceania,January,0,1.0,2.0,20.0,0.0,3.0,0.0
CASH,First Class,11.53999996,1,Toys,Consumer,1,South Asia,January,0,3.0,2.0,20.0,0.0,9.0,0.0
TRANSFER,Standard Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,January,0,1.0,0.0,20.0,0.0,5.0,0.0
DEBIT,Standard Class,11.53999996,1,Toys,Consumer,1,South Asia,January,0,0.0,0.0,20.0,0.0,9.0,0.0
DEBIT,Standard Class,11.53999996,1,Toys,Consumer,1,South Asia,January,0,0.0,0.0,20.0,0.0,9.0,0.0
TRANSFER,Second Class,11.53999996,1,Toys,Consumer,1,Oceania,January,0,1.0,1.0,20.0,0.0,3.0,0.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,Oceania,January,0,0.0,2.0,20.0,0.0,3.0,0.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,January,0,0.0,2.0,20.0,0.0,5.0,0.0
CASH,First Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,January,0,3.0,2.0,20.0,0.0,5.0,0.0
DEBIT,Standard Class,11.53999996,1,Toys,Consumer,1,Oceania,January,0,0.0,0.0,20.0,0.0,3.0,0.0
TRANSFER,Second Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,January,0,1.0,1.0,20.0,0.0,5.0,0.0
PAYMENT,Second Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,January,0,2.0,1.0,20.0,0.0,5.0,0.0
TRANSFER,Standard Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,January,0,1.0,0.0,20.0,0.0,5.0,0.0
DEBIT,Standard Class,11.53999996,1,Toys,Home Office,1,Eastern Asia,January,0,0.0,0.0,20.0,2.0,10.0,0.0
DEBIT,Standard Class,11.53999996,1,Toys,Home Office,1,Southeast Asia,January,0,0.0,0.0,20.0,2.0,5.0,0.0
DEBIT,Standard Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,January,0,0.0,0.0,20.0,0.0,10.0,0.0
DEBIT,Standard Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,January,0,0.0,0.0,20.0,0.0,10.0,0.0
PAYMENT,Second Class,11.53999996,1,Toys,Corporate,1,Oceania,January,0,2.0,1.0,20.0,1.0,3.0,0.0
DEBIT,Second Class,11.53999996,1,Toys,Consumer,1,Oceania,January,0,0.0,1.0,20.0,0.0,3.0,0.0
TRANSFER,Standard Class,11.53999996,1,Toys,Corporate,1,Eastern Asia,January,0,1.0,0.0,20.0,1.0,10.0,0.0
TRANSFER,First Class,11.53999996,1,Toys,Corporate,1,Eastern Asia,January,0,1.0,2.0,20.0,1.0,10.0,0.0
DEBIT,Second Class,11.53999996,1,Toys,Home Office,1,Eastern Asia,January,0,0.0,1.0,20.0,2.0,10.0,0.0
PAYMENT,Standard Class,11.53999996,1,Toys,Consumer,1,Oceania,January,0,2.0,0.0,20.0,0.0,3.0,0.0
DEBIT,Standard Class,11.53999996,1,Toys,Home Office,1,Southeast Asia,January,0,0.0,0.0,20.0,2.0,5.0,0.0
TRANSFER,First Class,11.53999996,1,Toys,Corporate,1,Eastern Asia,January,0,1.0,2.0,20.0,1.0,10.0,0.0
DEBIT,First Class,11.53999996,1,Toys,Corporate,1,Eastern Asia,January,0,0.0,2.0,20.0,1.0,10.0,0.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,January,0,0.0,2.0,20.0,0.0,10.0,0.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,January,0,0.0,2.0,20.0,0.0,10.0,0.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,January,0,0.0,2.0,20.0,0.0,10.0,0.0
PAYMENT,Standard Class,11.53999996,1,Toys,Consumer,1,South Asia,January,0,2.0,0.0,20.0,0.0,9.0,0.0
DEBIT,Standard Class,11.53999996,1,Toys,Consumer,1,Oceania,January,0,0.0,0.0,20.0,0.0,3.0,0.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,January,0,0.0,2.0,20.0,0.0,5.0,0.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,January,0,0.0,2.0,20.0,0.0,5.0,0.0
DEBIT,Standard Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,January,0,0.0,0.0,20.0,0.0,5.0,0.0
CASH,Standard Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,January,0,3.0,0.0,20.0,0.0,5.0,0.0
TRANSFER,Second Class,11.53999996,1,Toys,Corporate,1,Oceania,January,0,1.0,1.0,20.0,1.0,3.0,0.0
TRANSFER,Second Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,January,0,1.0,1.0,20.0,0.0,5.0,0.0
DEBIT,Standard Class,11.53999996,1,Toys,Home Office,1,Southeast Asia,January,0,0.0,0.0,20.0,2.0,5.0,0.0
PAYMENT,First Class,11.53999996,1,Toys,Home Office,1,Eastern Asia,January,0,2.0,2.0,20.0,2.0,10.0,0.0
TRANSFER,Second Class,11.53999996,1,Toys,Corporate,1,Southeast Asia,January,0,1.0,1.0,20.0,1.0,5.0,0.0
PAYMENT,First Class,11.53999996,1,Toys,Corporate,1,Oceania,January,0,2.0,2.0,20.0,1.0,3.0,0.0
PAYMENT,First Class,11.53999996,1,Toys,Consumer,1,Oceania,January,0,2.0,2.0,20.0,0.0,3.0,0.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,Oceania,January,0,0.0,2.0,20.0,0.0,3.0,0.0
TRANSFER,First Class,11.53999996,1,Toys,Consumer,1,Oceania,January,0,1.0,2.0,20.0,0.0,3.0,0.0
PAYMENT,First Class,11.53999996,1,Toys,Consumer,1,Oceania,January,0,2.0,2.0,20.0,0.0,3.0,0.0
CASH,Standard Class,11.53999996,1,Toys,Consumer,1,Oceania,January,0,3.0,0.0,20.0,0.0,3.0,0.0
PAYMENT,Standard Class,11.53999996,1,Toys,Home Office,1,South Asia,January,0,2.0,0.0,20.0,2.0,9.0,0.0
DEBIT,Standard Class,11.53999996,1,Toys,Consumer,1,South Asia,January,0,0.0,0.0,20.0,0.0,9.0,0.0
TRANSFER,Standard Class,11.53999996,1,Toys,Home Office,1,Eastern Asia,December,0,1.0,0.0,20.0,2.0,10.0,9.0
TRANSFER,Standard Class,11.53999996,1,Toys,Home Office,1,Southeast Asia,December,0,1.0,0.0,20.0,2.0,5.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Corporate,1,Oceania,December,0,0.0,0.0,20.0,1.0,3.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Corporate,1,Southeast Asia,December,0,0.0,0.0,20.0,1.0,5.0,9.0
PAYMENT,Standard Class,11.53999996,1,Toys,Corporate,1,Southeast Asia,December,0,2.0,0.0,20.0,1.0,5.0,9.0
DEBIT,First Class,11.53999996,1,Toys,Corporate,1,Eastern Asia,December,0,0.0,2.0,20.0,1.0,10.0,9.0
TRANSFER,First Class,11.53999996,1,Toys,Corporate,1,South Asia,December,0,1.0,2.0,20.0,1.0,9.0,9.0
PAYMENT,First Class,11.53999996,1,Toys,Corporate,1,Eastern Asia,December,0,2.0,2.0,20.0,1.0,10.0,9.0
PAYMENT,First Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,December,0,2.0,2.0,20.0,0.0,5.0,9.0
TRANSFER,Standard Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,December,0,1.0,0.0,20.0,0.0,10.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Corporate,1,Southeast Asia,December,0,0.0,0.0,20.0,1.0,5.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Consumer,1,Oceania,December,0,0.0,0.0,20.0,0.0,3.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Consumer,1,Oceania,December,0,0.0,0.0,20.0,0.0,3.0,9.0
PAYMENT,Standard Class,11.53999996,1,Toys,Consumer,1,Oceania,December,0,2.0,0.0,20.0,0.0,3.0,9.0
CASH,Standard Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,December,0,3.0,0.0,20.0,0.0,5.0,9.0
TRANSFER,Second Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,December,0,1.0,1.0,20.0,0.0,10.0,9.0
TRANSFER,First Class,11.53999996,1,Toys,Home Office,1,South Asia,December,0,1.0,2.0,20.0,2.0,9.0,9.0
PAYMENT,First Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,December,0,2.0,2.0,20.0,0.0,10.0,9.0
PAYMENT,Same Day,11.53999996,1,Toys,Consumer,1,Eastern Asia,December,0,2.0,3.0,20.0,0.0,10.0,9.0
PAYMENT,Standard Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,December,0,2.0,0.0,20.0,0.0,10.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Corporate,1,Eastern Asia,December,0,0.0,0.0,20.0,1.0,10.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Corporate,1,Eastern Asia,December,0,0.0,0.0,20.0,1.0,10.0,9.0
CASH,Standard Class,11.53999996,1,Toys,Corporate,1,Southeast Asia,December,0,3.0,0.0,20.0,1.0,5.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Corporate,1,Southeast Asia,December,0,0.0,0.0,20.0,1.0,5.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Corporate,1,Southeast Asia,December,0,0.0,0.0,20.0,1.0,5.0,9.0
PAYMENT,Standard Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,December,0,2.0,0.0,20.0,0.0,5.0,9.0
TRANSFER,Second Class,11.53999996,1,Toys,Home Office,1,Southeast Asia,December,0,1.0,1.0,20.0,2.0,5.0,9.0
TRANSFER,First Class,11.53999996,1,Toys,Home Office,1,South Asia,December,0,1.0,2.0,20.0,2.0,9.0,9.0
TRANSFER,First Class,11.53999996,1,Toys,Consumer,1,Oceania,December,0,1.0,2.0,20.0,0.0,3.0,9.0
DEBIT,First Class,11.53999996,1,Toys,Home Office,1,Southeast Asia,December,0,0.0,2.0,20.0,2.0,5.0,9.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,December,0,0.0,2.0,20.0,0.0,5.0,9.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,December,0,0.0,2.0,20.0,0.0,5.0,9.0
CASH,Second Class,11.53999996,1,Toys,Home Office,1,Eastern Asia,December,0,3.0,1.0,20.0,2.0,10.0,9.0
PAYMENT,Second Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,December,0,2.0,1.0,20.0,0.0,10.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Home Office,1,Eastern Asia,December,0,0.0,0.0,20.0,2.0,10.0,9.0
CASH,Standard Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,December,0,3.0,0.0,20.0,0.0,10.0,9.0
PAYMENT,Second Class,11.53999996,1,Toys,Corporate,1,Eastern Asia,December,0,2.0,1.0,20.0,1.0,10.0,9.0
TRANSFER,First Class,11.53999996,1,Toys,Corporate,1,Eastern Asia,December,0,1.0,2.0,20.0,1.0,10.0,9.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,Oceania,December,0,0.0,2.0,20.0,0.0,3.0,9.0
TRANSFER,First Class,11.53999996,1,Toys,Consumer,1,Oceania,December,0,1.0,2.0,20.0,0.0,3.0,9.0
TRANSFER,Standard Class,11.53999996,1,Toys,Consumer,1,South Asia,December,0,1.0,0.0,20.0,0.0,9.0,9.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,South Asia,December,0,0.0,2.0,20.0,0.0,9.0,9.0
TRANSFER,Standard Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,December,0,1.0,0.0,20.0,0.0,10.0,9.0
PAYMENT,Second Class,11.53999996,1,Toys,Consumer,1,Oceania,December,0,2.0,1.0,20.0,0.0,3.0,9.0
DEBIT,Second Class,11.53999996,1,Toys,Consumer,1,Oceania,December,0,0.0,1.0,20.0,0.0,3.0,9.0
TRANSFER,Standard Class,11.53999996,1,Toys,Consumer,1,South Asia,December,0,1.0,0.0,20.0,0.0,9.0,9.0
DEBIT,Same Day,11.53999996,1,Toys,Home Office,1,Eastern Asia,December,0,0.0,3.0,20.0,2.0,10.0,9.0
PAYMENT,Same Day,11.53999996,1,Toys,Home Office,1,Eastern Asia,December,0,2.0,3.0,20.0,2.0,10.0,9.0
DEBIT,Same Day,11.53999996,1,Toys,Consumer,1,Southeast Asia,December,0,0.0,3.0,20.0,0.0,5.0,9.0
DEBIT,Second Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,December,0,0.0,1.0,20.0,0.0,5.0,9.0
DEBIT,First Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,December,0,0.0,2.0,20.0,0.0,5.0,9.0
PAYMENT,First Class,11.53999996,1,Toys,Corporate,1,Southeast Asia,December,0,2.0,2.0,20.0,1.0,5.0,9.0
TRANSFER,First Class,11.53999996,1,Toys,Home Office,1,Oceania,December,0,1.0,2.0,20.0,2.0,3.0,9.0
PAYMENT,First Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,December,0,2.0,2.0,20.0,0.0,5.0,9.0
TRANSFER,Standard Class,11.53999996,1,Toys,Consumer,1,South Asia,December,0,1.0,0.0,20.0,0.0,9.0,9.0
PAYMENT,Same Day,11.53999996,1,Toys,Home Office,1,Southeast Asia,December,0,2.0,3.0,20.0,2.0,5.0,9.0
TRANSFER,Standard Class,11.53999996,1,Toys,Corporate,1,South Asia,December,0,1.0,0.0,20.0,1.0,9.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Home Office,1,Eastern Asia,December,0,0.0,0.0,20.0,2.0,10.0,9.0
TRANSFER,Second Class,11.53999996,1,Toys,Corporate,1,Eastern Asia,December,0,1.0,1.0,20.0,1.0,10.0,9.0
DEBIT,Second Class,11.53999996,1,Toys,Home Office,1,Southeast Asia,December,0,0.0,1.0,20.0,2.0,5.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Consumer,1,Southeast Asia,December,0,0.0,0.0,20.0,0.0,5.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Corporate,1,Southeast Asia,December,0,0.0,0.0,20.0,1.0,5.0,9.0
CASH,Second Class,11.53999996,1,Toys,Corporate,1,Southeast Asia,December,0,3.0,1.0,20.0,1.0,5.0,9.0
DEBIT,Standard Class,11.53999996,1,Toys,Consumer,1,South Asia,December,0,0.0,0.0,20.0,0.0,9.0,9.0
PAYMENT,Standard Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,December,0,2.0,0.0,20.0,0.0,10.0,9.0
DEBIT,Second Class,11.53999996,1,Toys,Consumer,1,Eastern Asia,December,0,0.0,1.0,20.0,0.0,10.0,9.0
DEBIT,Second Class,11.53999996,1,Toys,Corporate,1,South Asia,December,0,0.0,1.0,20.0,1.0,9.0,9.0
DEBIT,Second Class,11.53999996,1,Toys,Corporate,1,South Asia,December,0,0.0,1.0,20.0,1.0,9.0,9.0
DEBIT,Second Class,11.53999996,1,Toys,Home Office,1,South Asia,December,0,0.0,1.0,20.0,2.0,9.0,9.0
DEBIT,First Class,11.53999996,1,Toys,Home Office,1,South Asia,December,0,0.0,2.0,20.0,2.0,9.0,9.0
