Type,ShippingMode,LateDeliveryRisk,CategoryName,CustomerSegment,OrderItemTotal,OrderRegion,ShippingMonthName
DEBIT,Standard Class,0,Sporting Goods,Consumer,314.6400146,Southeast Asia,February
CASH,Standard Class,0,Sporting Goods,Consumer,309.7200012,South Asia,January
DEBIT,Standard Class,0,Sporting Goods,Home Office,304.8099976,Oceania,January
PAYMENT,Standard Class,0,Sporting Goods,Corporate,298.25,Oceania,January
PAYMENT,Same Day,0,Sporting Goods,Consumer,311.3599854,South Asia,January
TRANSFER,Same Day,0,Sporting Goods,Corporate,309.7200012,South Asia,January
PAYMENT,Standard Class,0,Sporting Goods,Corporate,275.3099976,Eastern Asia,January
DEBIT,Standard Class,0,Sporting Goods,Corporate,272.0299988,Eastern Asia,January
TRANSFER,Standard Class,0,Sporting Goods,Consumer,268.7600098,Eastern Asia,January
PAYMENT,Standard Class,0,Sporting Goods,Consumer,327.75,South Asia,January
CASH,Standard Class,0,Sporting Goods,Home Office,288.4200134,Southeast Asia,January
PAYMENT,Standard Class,0,Sporting Goods,Home Office,285.1400146,Southeast Asia,January
DEBIT,Standard Class,0,Sporting Goods,Consumer,278.5899963,Oceania,January
TRANSFER,Standard Class,0,Sporting Goods,Corporate,268.7600098,Eastern Asia,January
PAYMENT,Second Class,0,Shop By Sport,Home Office,79.18000031,West Asia,October
PAYMENT,Second Class,0,Shop By Sport,Home Office,75.98000336,West Asia,November
PAYMENT,Second Class,0,Electronics,Home Office,74.68000031,West of USA,June
PAYMENT,Second Class,0,Cardio Equipment,Home Office,263.9700012,West Africa,October
PAYMENT,Second Class,0,Cardio Equipment,Home Office,269.9700012,Western Europe,July
PAYMENT,Second Class,0,Cleats,Home Office,167.3699951,Northern Europe,July
PAYMENT,Second Class,0,Women's Apparel,Home Office,139.5,Western Europe,July
PAYMENT,Second Class,0,Women's Apparel,Home Office,132.0,Central America,March
TRANSFER,Standard Class,0,Shop By Sport,Consumer,188.9499969,South America,April
TRANSFER,Standard Class,0,Women's Apparel,Consumer,236.25,South America,April
TRANSFER,Standard Class,0,Shop By Sport,Consumer,136.5,Caribbean,February
TRANSFER,Standard Class,0,Shop By Sport,Consumer,181.9499969,Caribbean,April
TRANSFER,Standard Class,0,Women's Apparel,Consumer,225.0,Central America,February
TRANSFER,Standard Class,0,Shop By Sport,Consumer,173.9600067,Central America,April
TRANSFER,Standard Class,0,Women's Apparel,Consumer,217.5,Central America,February
TRANSFER,Standard Class,0,Women's Apparel,Consumer,217.5,South America,May
TRANSFER,Standard Class,0,Shop By Sport,Consumer,169.9600067,Central America,March
TRANSFER,Standard Class,0,Women's Apparel,Consumer,212.5,South America,June
TRANSFER,Standard Class,0,Shop By Sport,Consumer,167.9600067,Caribbean,January
TRANSFER,Standard Class,0,Women's Apparel,Consumer,200.0,Caribbean,April
TRANSFER,Standard Class,0,Shop By Sport,Consumer,149.9600067,Central America,June
TRANSFER,Standard Class,0,Women's Apparel,Consumer,187.5,Central America,May
TRANSFER,Standard Class,0,Women's Apparel,Consumer,187.5,South America,May
TRANSFER,Standard Class,0,Electronics,Consumer,153.5500031,Central America,February
TRANSFER,Standard Class,0,Hunting & Shooting,Consumer,124.4599991,Caribbean,April
TRANSFER,Standard Class,0,Baseball & Softball,Consumer,284.9500122,South America,May
TRANSFER,Standard Class,0,Cardio Equipment,Consumer,449.9599915,South America,May
TRANSFER,Standard Class,0,Boxing & MMA,Consumer,337.4599915,South America,June
TRANSFER,Standard Class,0,Cleats,Consumer,299.9500122,Central America,March
TRANSFER,Standard Class,0,Cleats,Consumer,296.9500122,Central America,February
TRANSFER,Standard Class,0,Cleats,Consumer,293.9500122,South America,February
DEBIT,Second Class,0,Cameras,Consumer,427.1799927,Western Europe,October
DEBIT,Second Class,0,Consumer Electronics,Consumer,230.1199951,Northern Europe,November
DEBIT,Second Class,0,Cameras,Consumer,406.8399963,Southern Europe,October
DEBIT,Second Class,0,Cameras,Consumer,339.0299988,Northern Europe,October
TRANSFER,Standard Class,0,Cardio Equipment,Consumer,363.9599915,East Africa,September
TRANSFER,Standard Class,0,Cleats,Consumer,239.9600067,North Africa,October
TRANSFER,Standard Class,0,Cleats,Consumer,226.7599945,North Africa,September
TRANSFER,Standard Class,0,Shop By Sport,Consumer,155.1600037,West Africa,September
TRANSFER,Standard Class,0,Girls' Apparel,Consumer,111.5999985,Southern Africa,September
TRANSFER,Standard Class,0,Women's Apparel,Consumer,170.0,North Africa,November
TRANSFER,Standard Class,0,Women's Apparel,Consumer,160.0,North Africa,September
TRANSFER,Standard Class,0,Accessories,Consumer,94.45999908,West Africa,December
TRANSFER,Standard Class,0,Cardio Equipment,Consumer,379.9599915,East Africa,September
TRANSFER,Standard Class,0,Cardio Equipment,Consumer,363.9599915,East Africa,November
TRANSFER,Standard Class,0,Cardio Equipment,Consumer,351.9599915,North Africa,November
TRANSFER,Standard Class,0,Cardio Equipment,Consumer,339.9700012,Southern Africa,November
DEBIT,Standard Class,0,Men's Footwear,Corporate,124.7900009,West Asia,September
DEBIT,Standard Class,0,Men's Footwear,Corporate,124.7900009,West Asia,September
DEBIT,Standard Class,0,Cleats,Corporate,56.99000168,Oceania,February
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,Oceania,January
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,Oceania,March
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,South Asia,January
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,South Asia,February
DEBIT,Standard Class,0,Cleats,Corporate,56.99000168,West Asia,September
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,West Asia,September
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,West Asia,December
DEBIT,Standard Class,0,Men's Footwear,Corporate,123.4899979,West Asia,November
DEBIT,Standard Class,0,Crafts,Corporate,436.1000061,Eastern Asia,December
DEBIT,Standard Class,0,Men's Footwear,Corporate,122.8399963,Eastern Asia,February
DEBIT,Standard Class,0,Cleats,Corporate,56.68999863,Oceania,March
DEBIT,Standard Class,0,Men's Footwear,Corporate,122.8399963,Oceania,March
DEBIT,Standard Class,0,Men's Footwear,Corporate,122.8399963,Oceania,March
DEBIT,Standard Class,0,Men's Footwear,Corporate,122.8399963,West Asia,December
DEBIT,Standard Class,0,Men's Footwear,Corporate,122.8399963,West Asia,September
DEBIT,Standard Class,0,Men's Footwear,Corporate,122.8399963,West Asia,November
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,Eastern Asia,November
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,Eastern Asia,December
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,Eastern Asia,January
DEBIT,Standard Class,0,Women's Clothing,Corporate,200.7100067,Eastern Asia,December
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,Oceania,March
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,Oceania,February
DEBIT,Standard Class,0,Women's Clothing,Corporate,200.7100067,Oceania,January
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,South Asia,December
DEBIT,Standard Class,0,Crafts,Corporate,429.1799927,Southeast Asia,December
DEBIT,Standard Class,0,Men's Footwear,Corporate,120.8899994,Southeast Asia,January
DEBIT,Standard Class,0,Women's Clothing,Corporate,200.7100067,Southeast Asia,February
