Type,ShippingMode,LateDeliveryRisk,CategoryName,CustomerSegment,OrderItemTotal,OrderRegion,ShippingMonthName
PAYMENT,Same Day,1,Women's Apparel,Home Office,112.5,Western Europe,August
PAYMENT,Same Day,1,Cardio Equipment,Home Office,272.9700012,Central America,March
PAYMENT,Same Day,1,Cleats,Home Office,158.3699951,Central America,May
PAYMENT,Same Day,1,Cleats,Home Office,156.5700073,Central America,March
PAYMENT,Same Day,1,Women's Apparel,Home Office,126.0,Central America,May
PAYMENT,Same Day,0,Shop By Sport,Home Office,95.98000336,Central America,April
PAYMENT,Same Day,1,Cleats,Home Office,156.5700073,Southeast Asia,March
PAYMENT,Same Day,1,Women's Apparel,Home Office,150.0,West Asia,January
PAYMENT,Same Day,1,Women's Apparel,Home Office,135.0,Oceania,March
PAYMENT,Same Day,0,Accessories,Home Office,70.84999847,Eastern Asia,November
PAYMENT,Same Day,1,Cleats,Home Office,201.5700073,North Africa,November
PAYMENT,Same Day,1,Cleats,Home Office,199.1699982,North Africa,November
PAYMENT,Same Day,1,Soccer,Home Office,303.9599915,Western Europe,July
PAYMENT,Same Day,1,Cardio Equipment,Home Office,319.9700012,Western Europe,August
PAYMENT,Same Day,0,Cleats,Home Office,208.7700043,Southern Europe,July
PAYMENT,Same Day,0,Cleats,Home Office,191.9700012,Northern Europe,June
PAYMENT,Same Day,0,Shop By Sport,Home Office,156.7599945,Southern Europe,July
PAYMENT,Same Day,1,Women's Apparel,Home Office,150.0,Western Europe,June
PAYMENT,Same Day,0,Baseball & Softball,Home Office,218.3600006,Central America,April
PAYMENT,Same Day,0,Shop By Sport,Home Office,127.9700012,Central America,March
PAYMENT,Same Day,1,Cleats,Home Office,179.9700012,Oceania,February
PAYMENT,Same Day,0,Golf Balls,Home Office,61.16999817,West Asia,January
PAYMENT,Same Day,1,Cardio Equipment,Home Office,379.9599915,West of USA,June
PAYMENT,Same Day,1,Women's Apparel,Home Office,186.0,West of USA,April
PAYMENT,Same Day,1,Electronics,Home Office,237.5500031,North Africa,December
PAYMENT,Same Day,0,Women's Apparel,Home Office,200.0,Western Europe,June
PAYMENT,Same Day,0,Cleats,Home Office,293.9500122,Western Europe,July
PAYMENT,Same Day,1,Cleats,Home Office,290.9500122,Northern Europe,June
PAYMENT,Same Day,0,Cleats,Home Office,284.9500122,Western Europe,July
PAYMENT,Same Day,0,Women's Apparel,Home Office,245.0,Western Europe,August
PAYMENT,Same Day,0,Women's Apparel,Home Office,232.5,Western Europe,October
PAYMENT,Same Day,0,Shop By Sport,Home Office,175.9600067,Northern Europe,July
PAYMENT,Same Day,0,Women's Apparel,Home Office,207.5,Western Europe,July
PAYMENT,Same Day,0,Cardio Equipment,Home Office,439.9599915,Central America,May
PAYMENT,Same Day,0,Cleats,Home Office,272.9500122,Central America,April
PAYMENT,Same Day,0,Cleats,Home Office,245.9600067,Central America,May
PAYMENT,Same Day,1,Women's Apparel,Home Office,236.25,Central America,March
PAYMENT,Same Day,0,Shop By Sport,Home Office,175.9600067,Central America,May
PAYMENT,Same Day,1,Shop By Sport,Home Office,165.9600067,South America,June
PAYMENT,Same Day,1,Cleats,Home Office,299.9500122,Oceania,January
PAYMENT,Same Day,1,Women's Apparel,Home Office,247.5,Southeast Asia,March
PAYMENT,Same Day,0,Women's Apparel,Home Office,217.5,South Asia,December
