Type,ShippingMode,LateDeliveryRisk,CategoryName,CustomerSegment,OrderItemTotal,OrderRegion,ShippingMonthName
PAYMENT,Standard Class,0,Shop By Sport,Consumer,179.9600067,Central America,May
PAYMENT,Standard Class,0,Women's Apparel,Consumer,225.0,Central America,May
PAYMENT,Standard Class,1,Shop By Sport,Consumer,179.9600067,South America,February
PAYMENT,Standard Class,0,Women's Apparel,Consumer,220.0,Caribbean,January
PAYMENT,Standard Class,1,Women's Apparel,Consumer,220.0,Caribbean,May
PAYMENT,Standard Class,1,Shop By Sport,Consumer,175.9600067,Central America,June
PAYMENT,Standard Class,1,Women's Apparel,Consumer,220.0,Central America,February
PAYMENT,Standard Class,0,Shop By Sport,Consumer,175.9600067,South America,May
PAYMENT,Standard Class,0,Shop By Sport,Consumer,175.9600067,South America,February
PAYMENT,Standard Class,0,Women's Apparel,Consumer,220.0,South America,February
PAYMENT,Standard Class,0,Shop By Sport,Consumer,173.9600067,South America,April
PAYMENT,Standard Class,1,Women's Apparel,Consumer,217.5,South America,April
PAYMENT,Standard Class,0,Women's Apparel,Consumer,212.5,Central America,January
PAYMENT,Standard Class,1,Women's Apparel,Consumer,212.5,Central America,May
PAYMENT,Standard Class,0,Women's Apparel,Consumer,212.5,Central America,June
PAYMENT,Standard Class,0,Shop By Sport,Consumer,169.9600067,South America,May
PAYMENT,Standard Class,1,Women's Apparel,Consumer,212.5,South America,April
PAYMENT,Standard Class,1,Women's Apparel,Consumer,212.5,South America,June
PAYMENT,Standard Class,1,Women's Apparel,Consumer,212.5,South America,January
PAYMENT,Standard Class,0,Shop By Sport,Consumer,167.9600067,Central America,January
PAYMENT,Standard Class,0,Women's Apparel,Consumer,210.0,Central America,May
PAYMENT,Standard Class,1,Shop By Sport,Consumer,167.9600067,South America,April
PAYMENT,Standard Class,0,Shop By Sport,Consumer,167.9600067,South America,February
PAYMENT,Standard Class,1,Women's Apparel,Consumer,210.0,South America,April
PAYMENT,Standard Class,1,Women's Apparel,Consumer,210.0,South America,February
PAYMENT,Standard Class,1,Shop By Sport,Consumer,165.9600067,Central America,February
PAYMENT,Standard Class,1,Women's Apparel,Consumer,205.0,Caribbean,May
PAYMENT,Standard Class,0,Shop By Sport,Consumer,163.9600067,Central America,April
PAYMENT,Standard Class,0,Shop By Sport,Consumer,163.9600067,Central America,January
PAYMENT,Standard Class,1,Women's Apparel,Consumer,205.0,South America,June
PAYMENT,Standard Class,0,Women's Apparel,Consumer,200.0,Central America,January
PAYMENT,Standard Class,1,Women's Apparel,Consumer,200.0,South America,February
PAYMENT,Standard Class,0,Women's Apparel,Consumer,187.5,Central America,February
PAYMENT,Standard Class,1,Women's Apparel,Consumer,187.5,South America,June
PAYMENT,Standard Class,1,Electronics,Consumer,237.5500031,South America,February
PAYMENT,Standard Class,0,Accessories,Consumer,121.1999969,Central America,February
PAYMENT,Standard Class,0,Accessories,Consumer,112.4599991,Caribbean,March
PAYMENT,Standard Class,1,Electronics,Consumer,143.9600067,South America,May
PAYMENT,Standard Class,0,Accessories,Consumer,106.2099991,Caribbean,April
PAYMENT,Standard Class,0,Trade-In,Consumer,93.45999908,South America,January
PAYMENT,Standard Class,0,Electronics,Consumer,132.7599945,Central America,April
PAYMENT,Standard Class,1,Golf Balls,Consumer,79.95999908,Central America,March
PAYMENT,Standard Class,0,Golf Balls,Consumer,74.95999908,South America,June
PAYMENT,Standard Class,0,Hunting & Shooting,Consumer,119.9599991,Central America,April
PAYMENT,Standard Class,1,Cleats,Consumer,245.9600067,West Asia,November
PAYMENT,Standard Class,1,Women's Apparel,Consumer,247.5,Oceania,April
PAYMENT,Standard Class,1,Women's Apparel,Consumer,247.5,Southeast Asia,March
PAYMENT,Standard Class,1,Women's Apparel,Consumer,217.5,Eastern Asia,December
PAYMENT,Standard Class,0,Women's Apparel,Consumer,217.5,Oceania,March
PAYMENT,Standard Class,0,Shop By Sport,Consumer,167.9600067,Oceania,March
PAYMENT,Standard Class,0,Women's Apparel,Consumer,207.5,Oceania,December
PAYMENT,Standard Class,0,Accessories,Consumer,116.1999969,Eastern Asia,February
PAYMENT,Standard Class,0,Hunting & Shooting,Consumer,112.4599991,Eastern Asia,February
PAYMENT,Standard Class,0,Baseball & Softball,Consumer,254.9600067,Oceania,March
PAYMENT,Standard Class,0,Lacrosse,Consumer,102.4599991,West Asia,October
PAYMENT,Standard Class,1,Electronics,Consumer,158.3500061,West Asia,September
PAYMENT,Standard Class,1,Boxing & MMA,Consumer,269.3500061,Eastern Asia,December
PAYMENT,Standard Class,1,Cardio Equipment,Consumer,144.0,West Asia,October
PAYMENT,Standard Class,0,Electronics,Consumer,148.75,Oceania,December
PAYMENT,Standard Class,0,Cardio Equipment,Consumer,454.9500122,Oceania,March
PAYMENT,Standard Class,0,Cardio Equipment,Consumer,127.5,South Asia,October
PAYMENT,Standard Class,0,Cardio Equipment,Consumer,419.9599915,South Asia,October
PAYMENT,Standard Class,0,Cardio Equipment,Consumer,414.9599915,Eastern Asia,December
PAYMENT,Standard Class,0,Cardio Equipment,Consumer,409.9599915,Eastern Asia,January
PAYMENT,Standard Class,0,Cardio Equipment,Consumer,409.9599915,Eastern Asia,March
PAYMENT,Standard Class,1,Cardio Equipment,Consumer,409.9599915,Oceania,November
PAYMENT,Standard Class,1,Cardio Equipment,Consumer,374.9599915,Eastern Asia,March
PAYMENT,Standard Class,0,Cardio Equipment,Consumer,374.9599915,West Asia,November
PAYMENT,Standard Class,0,Cleats,Consumer,299.9500122,Southeast Asia,November
PAYMENT,Standard Class,0,Cleats,Consumer,296.9500122,Eastern Asia,December
PAYMENT,Standard Class,0,Cleats,Consumer,296.9500122,Oceania,March
PAYMENT,Standard Class,1,Cleats,Consumer,293.9500122,South Asia,December
PAYMENT,Standard Class,0,Cleats,Consumer,293.9500122,South Asia,February
PAYMENT,Standard Class,0,Cleats,Consumer,293.9500122,Southeast Asia,January
PAYMENT,Standard Class,0,Cleats,Consumer,293.9500122,Southeast Asia,December
PAYMENT,Standard Class,0,Cleats,Consumer,293.9500122,West Asia,December
PAYMENT,Standard Class,0,Cleats,Consumer,290.9500122,Oceania,December
PAYMENT,Standard Class,1,Cleats,Consumer,290.9500122,West Asia,November
PAYMENT,Standard Class,1,Cleats,Consumer,287.9500122,South Asia,November
PAYMENT,Standard Class,0,Cleats,Consumer,287.9500122,Southeast Asia,January
PAYMENT,Standard Class,1,Cleats,Consumer,284.9500122,Eastern Asia,February
PAYMENT,Standard Class,1,Cleats,Consumer,284.9500122,Oceania,December
PAYMENT,Standard Class,0,Cleats,Consumer,284.9500122,South Asia,November
PAYMENT,Standard Class,0,Cleats,Consumer,283.4500122,West Asia,September
PAYMENT,Standard Class,0,Cleats,Consumer,278.9500122,Eastern Asia,January
PAYMENT,Standard Class,1,Cleats,Consumer,278.9500122,Oceania,December
PAYMENT,Standard Class,0,Cleats,Consumer,278.9500122,Oceania,April
PAYMENT,Standard Class,0,Cleats,Consumer,278.9500122,Southeast Asia,January
PAYMENT,Standard Class,0,Cleats,Consumer,272.9500122,South Asia,November
PAYMENT,Standard Class,0,Cleats,Consumer,263.9599915,Oceania,April
PAYMENT,Standard Class,1,Cleats,Consumer,263.9599915,Oceania,February
PAYMENT,Standard Class,0,Cleats,Consumer,263.9599915,West Asia,January
PAYMENT,Standard Class,1,Cleats,Consumer,260.9599915,Oceania,December
PAYMENT,Standard Class,1,Cleats,Consumer,260.9599915,Oceania,February
PAYMENT,Standard Class,0,Cleats,Consumer,260.9599915,South Asia,November
PAYMENT,Standard Class,0,Cleats,Consumer,260.9599915,Southeast Asia,December
PAYMENT,Standard Class,0,Cleats,Consumer,260.9599915,Southeast Asia,January
PAYMENT,Standard Class,1,Cleats,Consumer,260.9599915,Southeast Asia,January
PAYMENT,Standard Class,1,Cleats,Consumer,260.9599915,Southeast Asia,October
PAYMENT,Standard Class,1,Cleats,Consumer,260.9599915,West Asia,October
PAYMENT,Standard Class,0,Cleats,Consumer,254.9600067,Eastern Asia,March
PAYMENT,Standard Class,1,Cleats,Consumer,254.9600067,Eastern Asia,March
PAYMENT,Standard Class,0,Cleats,Consumer,254.9600067,Southeast Asia,March
PAYMENT,Standard Class,1,Cleats,Consumer,251.9600067,Oceania,November
PAYMENT,Standard Class,1,Cleats,Consumer,251.9600067,West Asia,January
PAYMENT,Standard Class,1,Cleats,Consumer,248.9600067,South Asia,February
PAYMENT,Standard Class,1,Cleats,Consumer,248.9600067,Southeast Asia,November
PAYMENT,Standard Class,0,Cleats,Consumer,248.9600067,West Asia,December
PAYMENT,Standard Class,1,Cleats,Consumer,248.9600067,West Asia,October
PAYMENT,Standard Class,1,Cleats,Consumer,245.9600067,Oceania,March
PAYMENT,Standard Class,0,Cleats,Consumer,245.9600067,Southeast Asia,March
PAYMENT,Standard Class,0,Cleats,Consumer,245.9600067,Southeast Asia,February
PAYMENT,Standard Class,1,Cleats,Consumer,239.9600067,Southeast Asia,November
PAYMENT,Standard Class,1,Cleats,Consumer,239.9600067,West Asia,September
PAYMENT,Standard Class,0,Cleats,Consumer,224.9600067,Eastern Asia,December
PAYMENT,Standard Class,1,Cleats,Consumer,224.9600067,South Asia,November
PAYMENT,Standard Class,0,Cleats,Consumer,224.9600067,South Asia,September
PAYMENT,Standard Class,0,Cleats,Consumer,224.9600067,West Asia,September
PAYMENT,Standard Class,1,Shop By Sport,Consumer,199.9499969,Oceania,February
PAYMENT,Standard Class,1,Women's Apparel,Consumer,250.0,Southeast Asia,March
PAYMENT,Standard Class,1,Women's Apparel,Consumer,250.0,West Asia,October
PAYMENT,Standard Class,1,Women's Apparel,Consumer,247.5,South Asia,December
PAYMENT,Standard Class,1,Women's Apparel,Consumer,247.5,West Asia,October
PAYMENT,Standard Class,0,Women's Apparel,Consumer,245.0,Eastern Asia,February
PAYMENT,Standard Class,1,Shop By Sport,Consumer,195.9499969,Oceania,April
PAYMENT,Standard Class,0,Women's Apparel,Consumer,245.0,Oceania,December
PAYMENT,Standard Class,1,Women's Apparel,Consumer,245.0,South Asia,September
PAYMENT,Standard Class,0,Women's Apparel,Consumer,245.0,West Asia,September
PAYMENT,Standard Class,0,Women's Apparel,Consumer,242.5,Central Asia,January
PAYMENT,Standard Class,1,Women's Apparel,Consumer,242.5,Oceania,November
PAYMENT,Standard Class,0,Women's Apparel,Consumer,242.5,Southeast Asia,November
PAYMENT,Standard Class,0,Shop By Sport,Consumer,191.9499969,Southeast Asia,February
PAYMENT,Standard Class,0,Women's Apparel,Consumer,236.25,Eastern Asia,December
PAYMENT,Standard Class,0,Shop By Sport,Consumer,188.9499969,South Asia,August
PAYMENT,Standard Class,0,Women's Apparel,Consumer,236.25,South Asia,November
PAYMENT,Standard Class,0,Shop By Sport,Consumer,188.9499969,Southeast Asia,March
PAYMENT,Standard Class,1,Women's Apparel,Consumer,236.25,Southeast Asia,December
PAYMENT,Standard Class,1,Shop By Sport,Consumer,188.9499969,West Asia,November
PAYMENT,Standard Class,1,Women's Apparel,Consumer,232.5,Oceania,February
PAYMENT,Standard Class,1,Shop By Sport,Consumer,185.9499969,West Asia,October
PAYMENT,Standard Class,0,Women's Apparel,Consumer,232.5,West Asia,October
PAYMENT,Standard Class,0,Women's Apparel,Consumer,232.5,West Asia,October
PAYMENT,Standard Class,0,Shop By Sport,Consumer,181.9499969,Oceania,December
PAYMENT,Standard Class,0,Women's Apparel,Consumer,227.5,Oceania,December
PAYMENT,Standard Class,1,Women's Apparel,Consumer,227.5,South Asia,November
PAYMENT,Standard Class,1,Shop By Sport,Consumer,181.9499969,Southeast Asia,March
PAYMENT,Standard Class,1,Shop By Sport,Consumer,179.9600067,Oceania,December
PAYMENT,Standard Class,0,Women's Apparel,Consumer,225.0,Oceania,November
PAYMENT,Standard Class,0,Women's Apparel,Consumer,225.0,Oceania,March
PAYMENT,Standard Class,1,Shop By Sport,Consumer,179.9600067,Southeast Asia,March
PAYMENT,Standard Class,1,Women's Apparel,Consumer,220.0,Oceania,January
PAYMENT,Standard Class,0,Women's Apparel,Consumer,217.5,Oceania,October
PAYMENT,Standard Class,0,Shop By Sport,Consumer,173.9600067,Southeast Asia,January
PAYMENT,Standard Class,0,Shop By Sport,Consumer,169.9600067,South Asia,December
PAYMENT,Standard Class,0,Women's Apparel,Consumer,210.0,Oceania,February
PAYMENT,Standard Class,0,Shop By Sport,Consumer,167.9600067,South Asia,October
PAYMENT,Standard Class,0,Women's Apparel,Consumer,210.0,Southeast Asia,November
PAYMENT,Standard Class,0,Shop By Sport,Consumer,167.9600067,West Asia,October
PAYMENT,Standard Class,0,Women's Apparel,Consumer,207.5,South Asia,February
PAYMENT,Standard Class,1,Women's Apparel,Consumer,207.5,Southeast Asia,January
PAYMENT,Standard Class,0,Women's Apparel,Consumer,205.0,Eastern Asia,November
PAYMENT,Standard Class,1,Shop By Sport,Consumer,163.9600067,Oceania,April
PAYMENT,Standard Class,1,Shop By Sport,Consumer,163.9600067,Oceania,December
PAYMENT,Standard Class,1,Women's Apparel,Consumer,205.0,Oceania,March
PAYMENT,Standard Class,1,Women's Apparel,Consumer,205.0,Southeast Asia,November
PAYMENT,Standard Class,1,Shop By Sport,Consumer,159.9600067,South Asia,December
PAYMENT,Standard Class,0,Women's Apparel,Consumer,200.0,Southeast Asia,January
PAYMENT,Standard Class,0,Women's Apparel,Consumer,200.0,West Asia,November
PAYMENT,Standard Class,1,Women's Apparel,Consumer,200.0,West Asia,October
PAYMENT,Standard Class,1,Girls' Apparel,Consumer,93.75,South Asia,September
PAYMENT,Standard Class,0,Shop By Sport,Consumer,149.9600067,Southeast Asia,January
PAYMENT,Standard Class,0,Women's Apparel,Consumer,187.5,West Asia,October
PAYMENT,Standard Class,0,Women's Apparel,Consumer,187.5,West Asia,September
PAYMENT,Standard Class,1,Accessories,Consumer,122.4499969,South Asia,December
PAYMENT,Standard Class,0,Electronics,Consumer,156.75,Southeast Asia,January
PAYMENT,Standard Class,0,Trade-In,Consumer,105.5500031,Oceania,March
PAYMENT,Standard Class,0,Golf Balls,Consumer,85.44999695,West Asia,December
PAYMENT,Standard Class,1,Electronics,Consumer,151.1499939,South Asia,November
PAYMENT,Standard Class,1,Electronics,Consumer,151.1499939,South Asia,September
PAYMENT,Standard Class,0,Accessories,Consumer,113.6999969,Southeast Asia,November
